video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=qJZ1-LAFOTo&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@Vox,Vox,"The fight over the Dakota Access Pipeline, explained",475K,9 years,How Native Americans and environmentalists stopped a $3.8 billion oil pipeline. Subscribe to our channel! http://goo.gl/0bsAjO ...,2026-01-20 19:45:36.795273
/watch?v=KHR3MMeWphY&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@BrutAmerica,Brut America,Full Timeline of the Dakota Access Pipeline,17K,5 years,"""Water is life."" Indigenous resistance to an oil pipeline put the plight of Native Americans in the national spotlight. A timeline of the ...",2026-01-20 19:45:36.796000
/watch?v=15YAD0Us4N4&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@NBCNews,NBC News,Dakota Access Pipeline Protesters: 'The World Needed To See What Was Going On' | NBC News,139K,9 years,Native Americans protesting the Dakota Access Pipeline are broadcasting their own story live online to show the world “the truth” ...,2026-01-20 19:45:36.796670
/watch?v=sbX7EstjacU&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@PBSNewsHour,PBS NewsHour,News Wrap: Judge halts Dakota Access Pipeline pending environmental review,7.4K,5 years,"In our news wrap Monday, a federal judge has ordered the shutdown of the Dakota Access Pipeline pending an environmental ...",2026-01-20 19:45:36.797385
/watch?v=ptWufwUr6Mc&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@ABCNews,ABC News,Dakota Access Pipeline: The dramatic final showdown,13K,8 years,Protesters set fire to temporary structures they built as authorities try to negotiate.,2026-01-20 19:45:36.797825
/watch?v=fCPWjg-bXTY&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@TheVerge,The Verge,Keystone XL and Dakota Access pipelines controversy explained,93K,8 years,"Now that President Trump has resurrected the hotly contested Keystone XL and Dakota Access Pipelines, here's what you need to ...",2026-01-20 19:45:36.798462
/watch?v=_3vLYvQlXUk&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@ajplus,AJ+,Why Are The Sioux Fighting The North Dakota Access Pipeline?,38K,9 years,"We spoke with Dallas Goldtooth, of Sioux Dakota Nation and an organizer for the Indigenous Environmental Network, about the ...",2026-01-20 19:45:36.798915
/watch?v=kXYtlxlIqZs&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@wcco,WCCO - CBS Minnesota,Good Question: What Exactly Is The Dakota Access Pipeline?,14K,8 years,President Trump signed executive orders that could ease the construction of both the Dakota Access and Keystone XL pipelines.,2026-01-20 19:45:36.799449
/watch?v=j7yz5n1SWso&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@CNN,CNN,Victory for Native Americans in Dakota Access Pipeline,17K,9 years,"The fight over an oil pipeline has been brewing for months, and has just resulted in a major victory for protestors. Sara Sidner gets ...",2026-01-20 19:45:36.799912
/watch?v=_4a-1rlueV0&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@therealnews,The Real News Network,The Powerful Interests Backing the Dakota Access Pipeline,15K,9 years,"Ahead of a major court ruling expected on Friday, TRNN examines the financial and political interests behind the Dakota Access ...",2026-01-20 19:45:36.800383
/watch?v=due_uLAdL8g&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@IndigenousEnvironmentalNetwork,Indigenous Environmental Network,The fight to stop the Dakota Access Pipeline continues!,1.3K,2 years,UPDATE! DEADLINE HAS BEEN EXTENDED TO DECEMBER 13TH. This fight is done when the oil stops flowing! The Dakota ...,2026-01-20 19:45:36.800839
/watch?v=aw-O6Bit2co&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@DemocracyNow,Democracy Now!,Water Protectors Lock Their Bodies to Machines to Stop Dakota Access Pipeline Construction,26K,9 years,http://democracynow.org - As a temporary restraining order that halts construction on part of the Dakota Access pipeline was ...,2026-01-20 19:45:36.801304
/watch?v=jMRLUctyFrk&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@RebelHQ,Rebel HQ,EXPLAINED: Dakota Access Pipeline IS ON Treaty Land,53K,9 years,Energy Transfer Partners: (214) 981-0700 U.S. Army Corps Of Engineers: (202) 761-0010; (202) 761-0014 Department of Justice: ...,2026-01-20 19:45:36.801910
/watch?v=M_pq-ylGPXE&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@EcosystemEssentials,Ecosystem Essentials,What Is Greenpeace's Stance on the Dakota Access Pipeline? - Ecosystem Essentials,18,9 months,What Is Greenpeace's Stance on the Dakota Access Pipeline? Greenpeace has taken a strong stance against the Dakota Access ...,2026-01-20 19:45:36.802332
/watch?v=s_sznbPUM0I&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@Upworthy1,Upworthy,This 13 Years Old Girl STANDS UP to the Dakota Access Pipeline!,25K,9 years,"""Love water, not oil."" A group of thousands are standing up to protect their land from an incoming oil pipeline. For more videos that ...",2026-01-20 19:45:36.802765
/watch?v=KaEpLQ6I2sQ&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@ABCNews,ABC News,Dakota Access Pipeline protest camps ordered to vacate,2.8K,8 years,Officers arrested at least 10 protesters who refused to leave a North Dakota campsite and have warned the area will soon flood ...,2026-01-20 19:45:36.803220
/watch?v=ZKL-5RmQDdc&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@FoxBusiness,Fox Business,Dakota Access Pipeline protest turns violent,15K,9 years,Nebraska Governor Pete Ricketts gives his take on the Dakota Access Pipeline Project.,2026-01-20 19:45:36.803663
/watch?v=0-BrAB36ros&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@PBSNewsHour,PBS NewsHour,"Despite protests, Dakota Access Pipeline nears completion",28K,8 years,"Last year, the Obama administration froze the Dakota Access Pipeline, designed to carry North Dakota oil to Illinois. But President ...",2026-01-20 19:45:36.804348
/watch?v=gvdkqyJxwH0&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@CNN,CNN,Dakota Access Pipeline fight isn't over,6.9K,9 years,"After months of protests, the US Army Corps of Engineers said Sunday it would look into rerouting the Dakota Access Pipeline.",2026-01-20 19:45:36.804804
/watch?v=QOsCfak1V5U&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@aljazeeraenglish,Al Jazeera English,US tribe objects to Dakota Access oil pipeline expansion,5.1K,6 years,A hearing on whether the Dakota Access pipeline can double its capacity through North Dakota in the United States has begun.,2026-01-20 19:45:36.805438
/watch?v=m6coXdEm89A&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@CBSMornings,CBS Mornings,Dakota Access Pipeline protesters refuse to leave as snowstorm hits,9.7K,9 years,"Anyone delivering supplies to Dakota Access oil pipeline protesters in North Dakota could face fines, the local sheriff's office ...",2026-01-20 19:45:49.427889
/watch?v=vMwln5D6MO0&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@Stories-of-the-States,Stories of the States,What Is The Dakota Access Pipeline? - Stories of the States,10,8 months,"What Is The Dakota Access Pipeline? In this informative video, we will unpack the Dakota Access Pipeline, a significant ...",2026-01-20 19:45:49.429713
/watch?v=vedMpRTxTls&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZdIHCQlPCgGHKiGM7w%3D%3D,/@cgtnamerica,CGTN America,The Heat: Dakota Access Pipeline PT 2,1.3K,9 years,Native Americans and activists across the world are showing their solidarity with the Standing Rock Sioux tribe in the U.S. state of ...,2026-01-20 19:45:49.430534
/watch?v=R97CRo1IGS8&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@WPLGLocal10,WPLG Local 10,Dakota Access pipeline protesters injured,162,7 years,Volunteers brought protesters donated food.,2026-01-20 19:45:49.434238
/watch?v=WYMcAjBmAYw&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@WXXINews,WXXINews,The Fate Of The Dakota Access Pipeline,233,9 years,A 1200 mile oil pipeline running through four states is the source of a standoff attracting national attention. The Dakota Access ...,2026-01-20 19:45:49.435579
/watch?v=gmihA_gR_kk&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZdIHCQlPCgGHKiGM7w%3D%3D,/@KXNewsND,KX News,Dakota Access Pipeline,87,9 months,Dakota Access Pipeline.,2026-01-20 19:45:49.436560
/watch?v=ODlgxyUL6Bk&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@trtworld,TRT World,Dakota Access Pipeline: Controversial pipeline to get final approval,47,8 years,Frances Read brings more. Subscribe: https://www.youtube.com/channel/UC7fWeaHhqgM4Ry-RMpM2YYw?sub_confirmation=1 ...,2026-01-20 19:45:49.437831
/watch?v=V64Atwp0oHU&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@CBSMornings,CBS Mornings,More than 140 arrests at violent Dakota Access Pipeline protests,3.4K,9 years,Violence erupted during protests over the controversial Dakota Access oil pipeline. Activists set fire to a bridge Thursday to stop ...,2026-01-20 19:45:49.439142
/watch?v=cxEqvYhV6PA&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@KXNewsND,KX News,Dakota access pipeline update,45,1 month,"Stay informed about Western North Dakota news, weather, and sports! Follow KX News on our website and other social channels: ...",2026-01-20 19:45:49.440222
/watch?v=N_E4OU7EsLY&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@FoxNews,Fox News,Dakota Access Pipeline gets green light,9.9K,8 years,Final permit issued for the pipeline.,2026-01-20 19:45:49.441420
/watch?v=LaSvWuURnK0&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@LandscapeArchitects,American Society of Landscape Architects,"A Living, Breathing Movement: An Introduction to the Dakota Access Pipeline Issue | 2019 Honor Award",97,5 years,"2019 Honor Award | Communications | A Living, Breathing Movement: An Introduction to the Dakota Access Pipeline Issue.",2026-01-20 19:45:49.442693
/watch?v=ciehTAaHU54&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@cgtnamerica,CGTN America,The Heat: Dakota Access Pipeline PT 1,824,9 years,Native Americans and activists across the world are showing their solidarity with the Standing Rock Sioux tribe in the U.S. state of ...,2026-01-20 19:45:49.443397
/watch?v=LNX_DZAKLrc&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@PIX11News,PIX11 News,New movie tells Dakota Access Pipeline protest story,395,3 years,"On Sacred Ground,” from married filmmakers Rebecca and Josh Tickell, tells the story of the monthslong protest against the ...",2026-01-20 19:45:49.444549
/watch?v=TjzqaMzC5U8&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@CBSMornings,CBS Mornings,Dakota Access Pipeline protesters plan to defy evacuation order,12K,9 years,Thousands of people protesting an oil pipeline in North Dakota say they will defy a mandatory evacuation order. North Dakota's ...,2026-01-20 19:45:49.445863
/watch?v=wDcW7ieqHGY&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@TheYoungTurks,The Young Turks,Army Blocks Dakota Access Pipeline Construction After Protests,160K,9 years,"The Army, Department of Justice, and Department of the Interior have announced that no permits will be issued for the Dakota ...",2026-01-20 19:45:49.447145
/watch?v=NBU77nQH-CA&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@scrippsnews,Scripps News,The Dakota Access Pipeline is up and running,538,8 years,The oil pipeline at the center of an environmental controversy has started transporting oil. Learn more about this story at ...,2026-01-20 19:45:49.447871
/watch?v=LA5RFQ_Ukvo&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@scrippsnews,Scripps News,Judge Orders Temporary Shutdown Of Dakota Access Pipeline,438,5 years,The oil pipeline has to be shut down by Aug. 5 so authorities can conduct an in-depth environmental review. Learn more about ...,2026-01-20 19:45:49.448586
/watch?v=zw3__o56enQ&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZdIHCQlPCgGHKiGM7w%3D%3D,/@KFYR-TV,KFYR-TV,"Environmental Impact Statement for Dakota Access Pipeline still unfinished, shutdown still a poss...",54,2 years,"Environmental Impact Statement for Dakota Access Pipeline still unfinished, shutdown still a possibility For more Local News from ...",2026-01-20 19:45:49.449381
/watch?v=f5SBK_rS02A&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@PBSNewsHour,PBS NewsHour,"Tensions escalating in Dakota Access pipeline standoff, Obama suggests reroute",5.7K,9 years,At least 140 people were arrested while occupying land in the path of the controversial Dakota Access pipeline in the past week.,2026-01-20 19:45:49.450115
/watch?v=lJOl1-pQ5jo&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@scrippsnews,Scripps News,Alabama leak echoes Dakota Access Pipeline fears,1.1K,9 years,The pipeline leak in Alabama was mostly contained. But leaks aren't always so fortuitous. Learn more about this story at ...,2026-01-20 19:45:49.450797
/watch?v=BriIaRuvPp0&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@RebelHQ,Rebel HQ,BREAKING: Dakota Access Pipeline Nearly Completed,40K,9 years,Energy Transfer Partners: (214) 981-0700 U.S. Army Corps Of Engineers: (202) 761-0010; (202) 761-0014 Department of Justice: ...,2026-01-20 19:45:56.289647
/watch?v=khxEzOoPTWw&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZQ%3D%3D,/@therealnews,The Real News Network,"After Historic Protests, Obama Blocks Current Route of the Dakota Access Pipeline",12K,9 years,The $4 billion dollar project could still be approved by President-elect Donald Trump who is heavily invested in the pipeline.,2026-01-20 19:45:56.290395
/watch?v=jz8uhRTOFzo&pp=ygUWZGFrb3RhIGFjY2VzcyBwaXBlbGluZdIHCQlPCgGHKiGM7w%3D%3D,/@operaqueen949,Ezra Star,Dakota Access Pipeline Documentary Project,279,9 years,This is Eryn Star (Opera Queen) and Keyon's documentary on the Dakota Access Pipeline for history class. Learn about what the ...,2026-01-20 19:45:56.291059
